Minute,Average of GHI,Average of Temperature
202970,0,15.5
202980,0,15.200000000000001
202990,0,15.100000000000001
203000,0,14.9
203010,0,14.8
203020,0,14.600000000000001
203030,0,14.5
203040,0,14.4
203050,0,14.200000000000001
203060,0,14.100000000000001
203070,0,14
203080,0,13.9
203090,0,13.8
203100,0,13.700000000000001
203110,0,13.600000000000001
203120,0,13.4
203130,0,13.3
203140,0,13.200000000000001
203150,0,13.100000000000001
203160,0,13
203170,0,12.9
203180,0,12.8
203190,0,12.700000000000001
203200,0,12.600000000000001
203210,0,12.4
203220,0,12.3
203230,0,12.200000000000001
203240,0,12.100000000000001
203250,0,12
203260,0,11.9
203270,0,11.8
203280,0,11.700000000000001
203290,0,11.600000000000001
203300,0,11.600000000000001
203310,0,11.5
203320,0,11.5
203330,0,11.4
203340,0,11.4
203350,0,11.8
203360,0,12.200000000000001
203370,0,12.600000000000001
203380,8,13
203390,16,13.4
203400,25,13.8
203410,35,14.200000000000001
203420,123,14.5
203430,155,14.9
203440,75,15.3
203450,206,15.700000000000001
203460,108,16
203470,126,16.400000000000002
203480,306,16.8
203490,366,17.1
203500,403,17.5
203510,440,17.900000000000002
203520,475,18.2
203530,479,18.5
203540,269,18.8
203550,580,19.1
203560,312,19.400000000000002
203570,648,19.8
203580,681,20.1
203590,712,20.3
203600,742,20.5
203610,771,20.8
203620,801,21
203630,827,21.3
203640,852,21.5
203650,875,21.700000000000003
203660,897,21.900000000000002
203670,918,22.1
203680,938,22.3
203690,956,22.5
203700,553,22.700000000000003
203710,756,22.900000000000002
203720,722,23.1
203730,1009,23.3
203740,1018,23.5
203750,1026,23.700000000000003
203760,1031,23.900000000000002
203770,754,24
203780,674,24.1
203790,755,24.200000000000003
203800,1038,24.3
203810,672,24.400000000000002
203820,1029,24.6
203830,1022,24.6
203840,653,24.700000000000003
203850,1003,24.700000000000003
203860,985,24.8
203870,720,24.900000000000002
203880,706,24.900000000000002
203890,515,24.900000000000002
203900,641,24.900000000000002
203910,508,24.900000000000002
203920,239,24.900000000000002
203930,369,24.900000000000002
203940,344,24.8
203950,459,24.8
203960,260,24.700000000000003
203970,187,24.6
203980,283,24.5
203990,140,24.5
204000,257,24.400000000000002
204010,82,24.400000000000002
204020,128,24.400000000000002
204030,157,24.400000000000002
204040,60,24.400000000000002
204050,91,24.400000000000002
204060,37,23.5
204070,33,23.200000000000003
204080,30,23
204090,34,22.700000000000003
204100,23,22.5
204110,20,22.3
204120,17,22
204130,14,21.400000000000002
204140,11,20.8
204150,9,20.200000000000003
204160,7,19.6
204170,5,19
204180,4,18.400000000000002
204190,3,18.2
204200,0,18
204210,0,17.8
204220,0,17.5
204230,0,17.3
204240,0,17.1
204250,0,17
204260,0,16.900000000000002
204270,0,16.8
204280,0,16.7
204290,0,16.7
204300,0,16.6
204310,0,16.5
204320,0,16.3
204330,0,16.2
204340,0,16.1
204350,0,16
204360,0,15.9
204370,0,15.8
204380,0,15.700000000000001
204390,0,15.600000000000001
204400,0,15.600000000000001
204410,0,15.5
204420,0,15.4
204430,0,15.3
204440,0,15.200000000000001
204450,0,15.100000000000001
204460,0,15
204470,0,14.9
204480,0,14.8
204490,0,14.700000000000001
204500,0,14.600000000000001
204510,0,14.5
204520,0,14.3
204530,0,14.200000000000001
204540,0,14.100000000000001
204550,0,14
204560,0,13.9
204570,0,13.8
204580,0,13.700000000000001
204590,0,13.600000000000001
204600,0,13.5
204610,0,13.4
204620,0,13.4
204630,0,13.3
204640,0,13.200000000000001
204650,0,13.100000000000001
204660,0,13
204670,0,12.9
204680,0,12.9
204690,0,12.8
204700,0,12.700000000000001
204710,0,12.600000000000001
204720,0,12.600000000000001
204730,0,12.5
204740,0,12.5
204750,0,12.4
204760,0,12.4
204770,0,12.3
204780,0,12.200000000000001
204790,0,12.4
204800,0,12.5
204810,0,12.600000000000001
204820,23,12.700000000000001
204830,43,12.9
204840,67,13
204850,95,13.200000000000001
204860,125,13.5
204870,158,13.8
204880,195,14
204890,230,14.3
204900,266,14.600000000000001
204910,302,15
204920,338,15.4
204930,374,15.8
204940,413,16.1
204950,449,16.5
204960,485,16.900000000000002
204970,521,17.3
204980,556,17.7
204990,590,18
205000,624,18.400000000000002
205010,657,18.8
205020,689,19.1
205030,720,19.5
205040,750,19.8
205050,779,20.1
205060,807,20.400000000000002
205070,530,20.700000000000003
205080,370,21
205090,881,21.3
205100,903,21.6
205110,679,21.8
205120,360,22.1
205130,721,22.3
205140,576,22.6
205150,735,22.8
205160,1001,23
205170,1011,23.200000000000003
205180,1021,23.5
205190,1028,23.700000000000003
205200,1034,23.900000000000002
205210,1037,24
205220,1039,24.200000000000003
205230,1039,24.3
205240,1039,24.5
205250,1038,24.6
205260,666,24.8
205270,1026,24.900000000000002
205280,1017,25
205290,1006,25.1
205300,992,25.200000000000003
205310,682,25.3
205320,388,25.400000000000002
205330,378,25.400000000000002
205340,646,25.400000000000002
205350,629,25.400000000000002
205360,609,25.400000000000002
205370,858,25.5
205380,574,25.5
205390,551,25.400000000000002
205400,370,25.400000000000002
205410,349,25.3
205420,489,25.200000000000003
205430,459,25.200000000000003
205440,659,25.1
205450,626,25.1
205460,380,25.1
205470,558,25.1
205480,524,25.1
205490,488,25.1
205500,454,24.400000000000002
205510,418,24.1
205520,381,23.900000000000002
205530,345,23.700000000000003
205540,309,23.5
205550,272,23.3
205560,236,23.1
205570,201,22.6
205580,167,22
205590,133,21.5
205600,102,21
205610,73,20.5
205620,47,20
205630,25,19.700000000000003
205640,0,19.400000000000002
205650,0,19.1
205660,0,18.8
205670,0,18.5
205680,0,18.2
205690,0,18.1
205700,0,17.900000000000002
205710,0,17.8
205720,0,17.6
205730,0,17.5
205740,0,17.3
205750,0,17.2
205760,0,17
205770,0,16.900000000000002
205780,0,16.8
205790,0,16.6
205800,0,16.5
205810,0,16.400000000000002
205820,0,16.3
205830,0,16.2
205840,0,16.1
205850,0,15.9
205860,0,15.8
205870,0,15.700000000000001
205880,0,15.600000000000001
205890,0,15.5
205900,0,15.4
205910,0,15.3
205920,0,15.200000000000001
205930,0,15.100000000000001
205940,0,15
205950,0,14.9
205960,0,14.8
205970,0,14.700000000000001
205980,0,14.600000000000001
205990,0,14.5
206000,0,14.4
206010,0,14.4
206020,0,14.3
206030,0,14.200000000000001
206040,0,14.100000000000001
206050,0,13.9
206060,0,13.8
206070,0,13.700000000000001
206080,0,13.600000000000001
206090,0,13.5
206100,0,13.4
206110,0,13.200000000000001
206120,0,13.100000000000001
206130,0,13
206140,0,12.9
206150,0,12.8
206160,0,12.700000000000001
206170,0,12.700000000000001
206180,0,12.600000000000001
206190,0,12.600000000000001
206200,0,12.5
206210,0,12.5
206220,0,12.4
206230,0,12.9
206240,0,13.4
206250,0,13.9
206260,28,14.4
206270,50,14.9
206280,77,15.4
206290,108,15.9
206300,140,16.5
206310,174,17
206320,209,17.6
206330,246,18.1
206340,283,18.7
206350,320,19.5
206360,357,20.3
206370,394,21
206380,432,21.8
206390,469,22.6
206400,506,23.400000000000002
206410,542,23.8
206420,577,24.200000000000003
206430,612,24.6
206440,646,25
206450,680,25.3
206460,712,25.700000000000003
206470,743,26
206480,774,26.3
206490,803,26.6
206500,831,26.900000000000002
206510,861,27.200000000000003
206520,886,27.5
206530,910,27.700000000000003
206540,933,28
206550,954,28.200000000000003
206560,971,28.5
206570,989,28.700000000000003
206580,1005,28.900000000000002
206590,1019,29.1
206600,1032,29.3
206610,1043,29.5
206620,1051,29.6
206630,1059,29.8
206640,1064,30
206650,1068,30.1
206660,1070,30.200000000000003
206670,1070,30.3
206680,1067,30.400000000000002
206690,1064,30.5
206700,1058,30.6
206710,1050,30.700000000000003
206720,1041,30.700000000000003
206730,1030,30.8
206740,1018,30.8
206750,1004,30.900000000000002
206760,988,30.900000000000002
206770,970,30.900000000000002
206780,951,30.900000000000002
206790,930,30.900000000000002
206800,907,30.900000000000002
206810,884,30.900000000000002
206820,858,30.900000000000002
206830,832,30.8
206840,804,30.700000000000003
206850,775,30.700000000000003
206860,744,30.6
206870,713,30.5
206880,680,30.400000000000002
206890,647,30.400000000000002
206900,613,30.400000000000002
206910,578,30.400000000000002
206920,542,30.400000000000002
206930,506,30.400000000000002
206940,469,29.5
206950,432,29.1
206960,395,28.8
206970,357,28.400000000000002
206980,320,28.1
206990,283,27.700000000000003
207000,246,27.3
207010,210,26.8
207020,175,26.200000000000003
207030,141,25.6
207040,108,25
207050,78,24.400000000000002
207060,51,23.8
207070,28,23.5
207080,0,23.200000000000003
207090,0,22.900000000000002
207100,0,22.6
207110,0,22.3
207120,0,22
207130,0,21.8
207140,0,21.700000000000003
207150,0,21.5
207160,0,21.3
207170,0,21.1
207180,0,20.900000000000002
207190,0,20.700000000000003
207200,0,20.6
207210,0,20.400000000000002
207220,0,20.3
207230,0,20.1
207240,0,20
207250,0,19.8
207260,0,19.700000000000003
207270,0,19.6
207280,0,19.5
207290,0,19.3
207300,0,19.200000000000003
207310,0,19.1
207320,0,19
207330,0,18.900000000000002
207340,0,18.8
207350,0,18.8
207360,0,18.7
207370,0,18.6
207380,0,18.5
207390,0,18.400000000000002
207400,0,18.3
207410,0,18.2
207420,0,18.1
207430,0,17.900000000000002
207440,0,17.8
207450,0,17.6
207460,0,17.5
207470,0,17.400000000000002
207480,0,17.2
207490,0,17.1
207500,0,17
207510,0,16.900000000000002
207520,0,16.8
207530,0,16.6
207540,0,16.5
207550,0,16.5
207560,0,16.400000000000002
207570,0,16.400000000000002
207580,0,16.3
207590,0,16.3
207600,0,16.3
207610,0,16.2
207620,0,16.2
207630,0,16.2
207640,0,16.2
207650,0,16.2
207660,0,16.2
207670,0,16.5
207680,0,16.900000000000002
207690,11,17.2
207700,28,17.6
207710,50,17.900000000000002
207720,77,18.2
207730,108,18.900000000000002
207740,140,19.5
207750,174,20.200000000000003
207760,209,20.8
207770,245,21.5
207780,281,22.1
207790,318,22.700000000000003
207800,355,23.3
207810,393,23.900000000000002
207820,430,24.5
207830,466,25.1
207840,503,25.700000000000003
207850,539,26.1
207860,575,26.5
207870,610,26.900000000000002
207880,643,27.3
207890,676,27.700000000000003
207900,709,28.1
207910,740,28.400000000000002
207920,770,28.700000000000003
207930,799,29
207940,827,29.3
207950,853,29.6
207960,879,29.900000000000002
207970,902,30.1
207980,929,30.3
207990,950,30.6
208000,967,30.8
208010,985,31
208020,1001,31.200000000000003
208030,1015,31.400000000000002
208040,1028,31.6
208050,1038,31.700000000000003
208060,1047,31.900000000000002
208070,1055,32.1
208080,1060,32.2
208090,1064,32.4
208100,1066,32.5
208110,1066,32.6
208120,1064,32.7
208130,1060,32.800000000000004
208140,1055,33
208150,1047,33
208160,1038,33.1
208170,1027,33.2
208180,1010,33.300000000000004
208190,996,33.300000000000004
208200,981,33.4
208210,963,33.4
208220,944,33.4
208230,923,33.5
208240,901,33.5
208250,878,33.5
208260,852,33.5
208270,826,33.4
208280,798,33.4
208290,769,33.300000000000004
208300,740,33.300000000000004
208310,709,33.2
208320,676,33.2
208330,643,33.2
208340,609,33.2
208350,574,33.2
208360,538,33.2
208370,502,33.2
208380,466,32.300000000000004
208390,430,31.900000000000002
208400,392,31.5
208410,355,31
208420,318,30.6
208430,281,30.200000000000003
208440,245,29.700000000000003
208450,208,29.1
208460,173,28.5
208470,140,27.900000000000002
208480,107,27.3
208490,77,26.8
208500,50,26.200000000000003
208510,27,25.8
208520,11,25.400000000000002
208530,0,25
208540,0,24.6
208550,0,24.200000000000003
208560,0,23.8
208570,0,23.5
208580,0,23.200000000000003
208590,0,22.900000000000002
208600,0,22.6
208610,0,22.3
208620,0,22
208630,0,21.700000000000003
208640,0,21.400000000000002
208650,0,21.1
208660,0,20.8
208670,0,20.6
208680,0,20.3
208690,0,20
208700,0,19.700000000000003
208710,0,19.400000000000002
208720,0,19.1
208730,0,18.8
208740,0,18.5
208750,0,18.400000000000002
208760,0,18.3
208770,0,18.2
208780,0,18.2
208790,0,18.1
208800,0,18
208810,0,18.1
208820,0,18.2
208830,0,18.3
208840,0,18.5
208850,0,18.6
208860,0,18.7
208870,0,18.6
208880,0,18.5
208890,0,18.400000000000002
208900,0,18.400000000000002
208910,0,18.3
208920,0,18.2
208930,0,18
208940,0,17.900000000000002
208950,0,17.7
208960,0,17.6
208970,0,17.400000000000002
208980,0,17.3
208990,0,17.2
209000,0,17.1
209010,0,17
209020,0,16.900000000000002
209030,0,16.8
209040,0,16.7
209050,0,16.7
209060,0,16.7
209070,0,16.7
209080,0,16.6
209090,0,16.6
209100,0,16.6
209110,0,17
209120,0,17.400000000000002
209130,11,17.900000000000002
209140,27,18.3
209150,49,18.7
209160,75,19.1
209170,104,19.700000000000003
209180,135,20.200000000000003
209190,168,20.700000000000003
209200,202,21.200000000000003
209210,237,21.8
209220,272,22.3
209230,309,22.6
209240,345,22.900000000000002
209250,292,23.3
209260,418,23.6
209270,454,23.900000000000002
209280,490,24.200000000000003
209290,409,24.5
209300,561,24.700000000000003
209310,595,25
209320,629,25.200000000000003
209330,662,25.5
209340,694,25.700000000000003
209350,725,25.900000000000002
209360,754,26.1
209370,783,26.3
209380,812,26.6
209390,838,26.8
209400,863,27
209410,886,27.200000000000003
209420,908,27.3
209430,929,27.5
209440,944,27.700000000000003
209450,962,27.900000000000002
209460,977,28
209470,873,28.200000000000003
209480,1004,28.3
209490,1018,28.5
209500,1026,28.6
209510,1033,28.700000000000003
209520,1038,28.900000000000002
209530,1042,29
209540,1044,29.1
209550,1044,29.200000000000003
209560,1041,29.3
209570,1038,29.400000000000002
209580,1032,29.5
209590,1025,29.5
209600,1016,29.5
209610,1006,29.6
209620,992,29.6
209630,978,29.700000000000003
209640,962,29.700000000000003
209650,945,29.700000000000003
209660,926,29.700000000000003
209670,906,29.700000000000003
209680,884,29.6
209690,860,29.6
209700,835,29.6
209710,809,29.5
209720,782,29.400000000000002
209730,753,29.3
209740,724,29.200000000000003
209750,691,29.1
209760,659,29
209770,626,29
209780,593,29
209790,559,29
209800,524,29
209810,489,29
209820,453,28
209830,417,27.700000000000003
209840,381,27.400000000000002
209850,344,27.1
209860,308,26.900000000000002
209870,272,26.6
209880,237,26.3
209890,201,25.700000000000003
209900,167,25.1
209910,134,24.400000000000002
209920,103,23.8
209930,74,23.200000000000003
209940,49,22.6
209950,27,22.3
209960,11,22
209970,0,21.700000000000003
209980,0,21.400000000000002
209990,0,21.1
210000,0,20.8
210010,0,20.6
210020,0,20.5
210030,0,20.3
210040,0,20.200000000000003
210050,0,20
210060,0,19.900000000000002
210070,0,19.8
210080,0,19.6
210090,0,19.5
210100,0,19.400000000000002
210110,0,19.3
210120,0,19.1
210130,0,19
210140,0,18.900000000000002
210150,0,18.7
210160,0,18.6
210170,0,18.5
210180,0,18.3
210190,0,18.2
210200,0,18.1
210210,0,18
210220,0,17.8
210230,0,17.7
210240,0,17.6
210250,0,17.5
210260,0,17.400000000000002
210270,0,17.2
210280,0,17.1
210290,0,17
210300,0,16.900000000000002
210310,0,16.8
210320,0,16.7
210330,0,16.6
210340,0,16.5
210350,0,16.400000000000002
210360,0,16.3
210370,0,16.2
210380,0,16
210390,0,15.9
210400,0,15.8
210410,0,15.700000000000001
210420,0,15.600000000000001
210430,0,15.5
210440,0,15.4
210450,0,15.3
210460,0,15.200000000000001
210470,0,15.100000000000001
210480,0,15
210490,0,15
210500,0,14.9
210510,0,14.9
210520,0,14.8
210530,0,14.8
210540,0,14.8
210550,0,15
210560,0,15.3
210570,11,15.600000000000001
210580,27,15.9
210590,48,16.2
210600,74,16.400000000000002
210610,103,16.8
210620,134,17.1
210630,167,17.400000000000002
210640,204,17.7
210650,239,18
210660,201,18.3
210670,231,18.6
210680,104,18.8
210690,270,19
210700,423,19.3
210710,111,19.5
210720,122,19.700000000000003
210730,85,19.900000000000002
210740,236,20.200000000000003
210750,489,20.400000000000002
210760,638,20.6
210770,671,20.8
210780,705,21.1
210790,736,21.3
210800,766,21.5
210810,795,21.8
210820,823,22
210830,853,22.200000000000003
210840,878,22.5
210850,901,22.700000000000003
210860,923,22.900000000000002
210870,944,23.1
210880,963,23.3
210890,980,23.5
210900,996,23.700000000000003
210910,1010,23.900000000000002
210920,1023,24.1
210930,1034,24.200000000000003
210940,1043,24.400000000000002
210950,1050,24.6
210960,1056,24.8
210970,1060,24.900000000000002
210980,1062,25.1
210990,1062,25.200000000000003
211000,1060,25.400000000000002
211010,1057,25.6
211020,1051,25.700000000000003
211030,1044,25.8
211040,1035,25.900000000000002
211050,1024,26
211060,1004,26.1
211070,990,26.200000000000003
211080,974,26.200000000000003
211090,957,26.3
211100,938,26.3
211110,918,26.3
211120,899,26.3
211130,876,26.400000000000002
211140,851,26.400000000000002
211150,824,26.3
211160,797,26.3
211170,768,26.200000000000003
211180,738,26.200000000000003
211190,707,26.1
211200,675,26.1
211210,642,26.1
211220,608,26.1
211230,574,26.1
211240,538,26.1
211250,503,26.1
211260,467,25.3
211270,430,25.1
211280,393,24.8
211290,356,24.6
211300,320,24.400000000000002
211310,283,24.1
211320,247,23.900000000000002
211330,211,23.200000000000003
211340,176,22.5
211350,142,21.8
211360,110,21.200000000000003
211370,80,20.5
211380,53,19.8
211390,30,19.6
211400,13,19.3
211410,0,19.1
211420,0,18.900000000000002
211430,0,18.6
211440,0,18.400000000000002
211450,0,18.3
211460,0,18.1
211470,0,18
211480,0,17.900000000000002
211490,0,17.8
211500,0,17.6
211510,0,17.5
211520,0,17.400000000000002
211530,0,17.3
211540,0,17.2
211550,0,17.1
211560,0,17
211570,0,16.900000000000002
211580,0,16.8
211590,0,16.7
211600,0,16.6
211610,0,16.5
211620,0,16.400000000000002
211630,0,16.3
211640,0,16.2
211650,0,16.1
211660,0,16
211670,0,15.9
211680,0,15.8
211690,0,15.700000000000001
211700,0,15.600000000000001
211710,0,15.5
211720,0,15.4
211730,0,15.3
211740,0,15.200000000000001
211750,0,15.100000000000001
211760,0,15
211770,0,14.9
211780,0,14.8
211790,0,14.700000000000001
211800,0,14.600000000000001
211810,0,14.5
211820,0,14.4
211830,0,14.3
211840,0,14.200000000000001
211850,0,14.100000000000001
211860,0,14
211870,0,13.8
211880,0,13.700000000000001
211890,0,13.600000000000001
211900,0,13.5
211910,0,13.4
211920,0,13.200000000000001
211930,0,13.200000000000001
211940,0,13.100000000000001
211950,0,13
211960,0,13
211970,0,12.9
211980,0,12.8
211990,0,13.3
212000,0,13.8
212010,13,14.200000000000001
212020,29,14.700000000000001
212030,52,15.100000000000001
212040,79,15.600000000000001
212050,109,16.1
212060,141,16.7
212070,174,17.3
212080,209,17.8
212090,244,18.400000000000002
212100,281,19
212110,317,19.5
212120,354,20.1
212130,391,20.700000000000003
212140,428,21.3
212150,464,21.900000000000002
212160,501,22.5
212170,537,22.8
212180,572,23.1
212190,606,23.5
212200,639,23.8
212210,672,24.1
212220,705,24.5
212230,736,24.700000000000003
212240,766,25
212250,795,25.3
212260,822,25.6
212270,848,25.900000000000002
212280,874,26.1
212290,897,26.3
212300,919,26.6
212310,940,26.8
212320,952,27
212330,970,27.200000000000003
212340,986,27.400000000000002
212350,1000,27.6
212360,1013,27.700000000000003
212370,1023,27.900000000000002
212380,875,28.1
212390,1037,28.200000000000003
212400,1044,28.400000000000002
212410,1047,28.5
212420,1048,28.6
212430,1048,28.700000000000003
212440,1045,28.8
212450,1042,28.8
212460,882,28.900000000000002
212470,889,29
212480,1020,29
212490,1010,29.1
212500,1004,29.1
212510,846,29.200000000000003
212520,974,29.200000000000003
212530,848,29.200000000000003
212540,937,29.200000000000003
212550,917,29.200000000000003
212560,896,29.200000000000003
212570,872,29.200000000000003
212580,847,29.200000000000003
212590,821,29.200000000000003
212600,793,29.1
212610,765,29
212620,736,29
212630,705,28.900000000000002
212640,673,28.8
212650,640,28.8
212660,606,28.8
212670,571,28.8
212680,536,28.8
212690,500,28.8
212700,465,28
212710,428,27.8
212720,392,27.5
212730,355,27.200000000000003
212740,318,26.900000000000002
212750,282,26.6
212760,246,26.3
212770,210,25.8
212780,175,25.3
212790,142,24.8
212800,110,24.3
212810,80,23.700000000000003
212820,53,23.200000000000003
212830,30,23.1
212840,13,22.900000000000002
212850,0,22.8
212860,0,22.6
212870,0,22.400000000000002
212880,0,22.3
212890,0,22.200000000000003
212900,0,22.1
212910,0,22
212920,0,21.8
212930,0,21.700000000000003
212940,0,21.6
212950,0,21.5
212960,0,21.3
212970,0,21.200000000000003
212980,0,21
212990,0,20.900000000000002
213000,0,20.700000000000003
213010,0,20.5
213020,0,20.400000000000002
213030,0,20.200000000000003
213040,0,20
213050,0,19.900000000000002
213060,0,19.700000000000003
213070,0,19.6
213080,0,19.5
213090,0,19.400000000000002
213100,0,19.200000000000003
213110,0,19.1
213120,0,19
213130,0,19
213140,0,19
213150,0,18.900000000000002
213160,0,18.900000000000002
213170,0,18.900000000000002
213180,0,18.900000000000002
213190,0,18.7
213200,0,18.6
213210,0,18.400000000000002
213220,0,18.3
213230,0,18.1
213240,0,18
213250,0,17.8
213260,0,17.6
213270,0,17.400000000000002
213280,0,17.2
213290,0,17
213300,0,16.8
213310,0,16.6
213320,0,16.400000000000002
213330,0,16.3
213340,0,16.1
213350,0,15.9
213360,0,15.700000000000001
213370,0,15.600000000000001
213380,0,15.4
213390,0,15.3
213400,0,15.200000000000001
213410,0,15
213420,0,14.9
213430,0,15.3
213440,0,15.700000000000001
213450,12,16.1
213460,28,16.6
213470,49,17
213480,75,17.400000000000002
213490,103,17.900000000000002
213500,134,18.5
213510,167,19
213520,200,19.5
213530,235,20.1
213540,270,20.6
213550,306,21.1
213560,341,21.700000000000003
213570,377,22.200000000000003
213580,414,22.8
213590,448,23.3
213600,483,23.8
213610,518,24.400000000000002
213620,553,24.900000000000002
213630,586,25.400000000000002
213640,620,26
213650,652,26.5
213660,683,27
213670,714,27.400000000000002
213680,743,27.8
213690,772,28.200000000000003
213700,799,28.6
213710,825,29
213720,849,29.400000000000002
213730,873,29.700000000000003
213740,894,29.900000000000002
213750,917,30.1
213760,939,30.400000000000002
213770,956,30.6
213780,972,30.900000000000002
213790,986,31
213800,998,31.200000000000003
213810,1009,31.400000000000002
213820,1017,31.5
213830,1025,31.700000000000003
213840,1030,31.900000000000002
213850,1034,32
213860,1036,32.1
213870,1036,32.2
213880,1034,32.300000000000004
213890,1030,32.4
213900,1025,32.6
213910,1018,32.6
213920,1009,32.7
213930,999,32.7
213940,985,32.800000000000004
213950,971,32.800000000000004
213960,955,32.9
213970,941,32.9
213980,922,32.9
213990,902,32.9
214000,880,32.9
214010,857,32.9
214020,833,32.9
214030,807,32.800000000000004
214040,780,32.7
214050,751,32.7
214060,722,32.6
214070,692,32.5
214080,660,32.5
214090,628,32.5
214100,595,32.5
214110,561,32.5
214120,526,32.5
214130,491,32.5
214140,457,31.6
214150,421,31.3
214160,385,31
214170,349,30.700000000000003
214180,312,30.400000000000002
214190,276,30.1
214200,241,29.8
214210,206,29.400000000000002
214220,173,28.900000000000002
214230,140,28.5
214240,109,28
214250,79,27.6
214260,53,27.1
214270,31,27
214280,14,26.8
214290,0,26.700000000000003
214300,0,26.5
214310,0,26.400000000000002
214320,0,26.3
214330,0,26.200000000000003
214340,0,26.1
214350,0,26
214360,0,25.8
214370,0,25.700000000000003
214380,0,25.6
214390,0,25.5
214400,0,25.400000000000002
214410,0,25.200000000000003
214420,0,25.1
214430,0,24.900000000000002
214440,0,24.8
214450,0,24.700000000000003
214460,0,24.5
214470,0,24.400000000000002
214480,0,24.200000000000003
214490,0,24.1
214500,0,23.900000000000002
214510,0,23.8
214520,0,23.6
214530,0,23.400000000000002
214540,0,23.200000000000003
214550,0,23
214560,0,22.8
214570,0,22.6
214580,0,22.400000000000002
214590,0,22.200000000000003
214600,0,22
214610,0,21.900000000000002
214620,0,21.700000000000003
214630,0,21.400000000000002
214640,0,21.200000000000003
214650,0,21
214660,0,20.8
214670,0,20.5
214680,0,20.3
214690,0,20.1
214700,0,19.900000000000002
214710,0,19.700000000000003
214720,0,19.5
214730,0,19.3
214740,0,19.1
214750,0,19
214760,0,18.900000000000002
214770,0,18.900000000000002
214780,0,18.8
214790,0,18.7
214800,0,18.6
214810,0,18.6
214820,0,18.6
214830,0,18.6
214840,0,18.6
214850,0,18.6
214860,0,18.6
214870,0,19
214880,0,19.3
214890,12,19.700000000000003
214900,19,20.1
214910,35,20.5
214920,75,20.8
214930,103,21.400000000000002
214940,134,21.900000000000002
214950,166,22.400000000000002
214960,199,22.900000000000002
214970,234,23.400000000000002
214980,269,23.900000000000002
214990,304,24.6
215000,340,25.3
215010,376,26
215020,412,26.6
215030,448,27.3
215040,483,28
215050,518,28.5
215060,553,28.900000000000002
215070,587,29.400000000000002
215080,620,29.900000000000002
215090,652,30.400000000000002
215100,684,30.900000000000002
215110,714,31.200000000000003
215120,746,31.5
215130,774,31.8
215140,802,32.1
215150,828,32.4
215160,852,32.7
215170,876,33
215180,898,33.2
215190,921,33.4
215200,937,33.6
215210,955,33.9
215220,970,34.1
215230,984,34.2
215240,997,34.4
215250,1011,34.6
215260,1019,34.7
215270,1027,34.9
215280,1032,35
215290,1036,35.1
215300,1038,35.2
215310,1041,35.300000000000004
215320,1039,35.4
215330,1036,35.5
215340,1030,35.6
215350,1023,35.6
215360,1015,35.7
215370,1004,35.7
215380,1000,35.800000000000004
215390,986,35.800000000000004
215400,971,35.9
215410,953,35.800000000000004
215420,935,35.800000000000004
215430,914,35.800000000000004
215440,892,35.800000000000004
215450,869,35.7
215460,844,35.7
215470,818,35.6
215480,790,35.5
215490,765,35.4
215500,734,35.300000000000004
215510,704,35.2
215520,672,35.1
215530,639,35.1
215540,605,35.1
215550,571,35.1
215560,536,35.1
215570,501,35.1
215580,464,34.2
215590,428,33.800000000000004
215600,391,33.5
215610,355,33.2
215620,318,32.800000000000004
215630,282,32.5
215640,245,32.1
215650,210,31.700000000000003
215660,176,31.200000000000003
215670,142,30.700000000000003
215680,111,30.3
215690,81,29.8
215700,54,29.3
215710,32,29.1
215720,14,28.900000000000002
215730,0,28.6
215740,0,28.400000000000002
215750,0,28.200000000000003
215760,0,28
215770,0,27.8
215780,0,27.6
215790,0,27.400000000000002
215800,0,27.200000000000003
215810,0,27
215820,0,26.8
215830,0,26.6
215840,0,26.3
215850,0,26.1
215860,0,25.900000000000002
215870,0,25.6
215880,0,25.400000000000002
215890,0,25.200000000000003
215900,0,24.900000000000002
215910,0,24.700000000000003
215920,0,24.5
215930,0,24.200000000000003
215940,0,24
215950,0,23.8
215960,0,23.700000000000003
215970,0,23.5
215980,0,23.3
215990,0,23.200000000000003
216000,0,23
216010,0,22.900000000000002
216020,0,22.8
216030,0,22.700000000000003
216040,0,22.6
216050,0,22.5
216060,0,22.5
216070,0,22.400000000000002
216080,0,22.3
216090,0,22.200000000000003
216100,0,22.1
216110,0,22
216120,0,21.900000000000002
216130,0,21.900000000000002
216140,0,21.900000000000002
216150,0,21.8
216160,0,21.8
216170,0,21.8
216180,0,21.700000000000003
216190,0,21.6
216200,0,21.5
216210,0,21.400000000000002
216220,0,21.200000000000003
216230,0,21.1
216240,0,21
216250,0,20.8
216260,0,20.700000000000003
216270,0,20.5
216280,0,20.400000000000002
216290,0,20.200000000000003
216300,0,20
216310,0,20.3
216320,0,20.5
216330,12,20.8
216340,27,21
216350,49,21.3
216360,74,21.5
216370,103,22.1
216380,134,22.700000000000003
216390,167,23.200000000000003
216400,201,23.8
216410,235,24.3
216420,271,24.900000000000002
216430,307,25.400000000000002
216440,343,25.900000000000002
216450,379,26.400000000000002
216460,415,27
216470,451,27.5
216480,487,28
216490,522,28.400000000000002
216500,557,28.8
216510,592,29.3
216520,625,29.700000000000003
216530,658,30.1
216540,689,30.5
216550,720,30.900000000000002
216560,750,31.200000000000003
216570,779,31.6
