Minute,Average of GHI,Average of Temperature
659050,532,26.700000000000003
659060,496,26.700000000000003
659070,460,26.700000000000003
659080,423,26.700000000000003
659090,385,26.700000000000003
659100,347,25.200000000000003
659110,309,24.400000000000002
659120,271,23.6
659130,233,22.8
659140,195,22.1
659150,159,21.3
659160,125,20.5
659170,91,20.1
659180,61,19.700000000000003
659190,35,19.3
659200,15,18.900000000000002
659210,0,18.400000000000002
659220,0,18
659230,0,17.8
659240,0,17.6
659250,0,17.400000000000002
659260,0,17.3
659270,0,17.1
659280,0,16.900000000000002
659290,0,16.7
659300,0,16.6
659310,0,16.400000000000002
659320,0,16.3
659330,0,16.1
659340,0,15.9
659350,0,15.9
659360,0,15.9
659370,0,15.8
659380,0,15.8
659390,0,15.700000000000001
659400,0,15.700000000000001
659410,0,15.700000000000001
659420,0,15.8
659430,0,15.9
659440,0,15.9
659450,0,16
659460,0,16.1
659470,0,16.1
659480,0,16.1
659490,0,16.1
659500,0,16.1
659510,0,16.1
659520,0,16.2
659530,0,16.2
659540,0,16.2
659550,0,16.2
659560,0,16.3
659570,0,16.3
659580,0,16.3
659590,0,16.2
659600,0,16.1
659610,0,16.1
659620,0,16
659630,0,15.9
659640,0,15.8
659650,0,15.600000000000001
659660,0,15.3
659670,0,15.100000000000001
659680,0,14.9
659690,0,14.700000000000001
659700,0,14.5
659710,0,14.3
659720,0,14.100000000000001
659730,0,14
659740,0,13.8
659750,0,13.700000000000001
659760,0,13.5
659770,0,13.4
659780,0,13.200000000000001
659790,0,13.100000000000001
659800,0,13
659810,0,12.8
659820,0,12.700000000000001
659830,0,12.600000000000001
659840,0,12.600000000000001
659850,0,12.5
659860,0,12.5
659870,0,12.4
659880,0,12.4
659890,0,13
659900,11,13.600000000000001
659910,29,14.200000000000001
659920,53,14.8
659930,83,15.4
659940,115,16
659950,149,16.6
659960,185,17.1
659970,222,17.7
659980,260,18.2
659990,298,18.8
660000,336,19.3
660010,374,19.900000000000002
660020,411,20.5
660030,448,21.1
660040,485,21.700000000000003
660050,521,22.200000000000003
660060,556,22.8
660070,590,23.200000000000003
660080,623,23.6
660090,654,24
660100,686,24.400000000000002
660110,715,24.8
660120,743,25.200000000000003
660130,769,25.400000000000002
660140,794,25.6
660150,817,25.900000000000002
660160,837,26.1
660170,857,26.3
660180,875,26.5
660190,892,26.700000000000003
660200,906,26.900000000000002
660210,919,27
660220,929,27.200000000000003
660230,938,27.400000000000002
660240,945,27.5
660250,950,27.700000000000003
660260,954,27.8
660270,955,27.900000000000002
660280,957,28
660290,954,28.1
660300,949,28.200000000000003
660310,943,28.3
660320,934,28.3
660330,924,28.400000000000002
660340,919,28.400000000000002
660350,905,28.5
660360,889,28.6
660370,871,28.5
660380,852,28.5
660390,830,28.5
660400,807,28.5
660410,782,28.5
660420,756,28.400000000000002
660430,728,28.3
660440,700,28.200000000000003
660450,669,28.1
660460,637,28
660470,604,27.900000000000002
660480,570,27.8
660490,536,27.8
660500,500,27.8
660510,464,27.8
660520,427,27.8
660530,389,27.8
660540,351,26.200000000000003
660550,313,25.400000000000002
660560,275,24.6
660570,237,23.900000000000002
660580,199,23.1
660590,162,22.3
660600,127,21.6
660610,93,21.200000000000003
660620,63,20.700000000000003
660630,36,20.3
660640,15,19.900000000000002
660650,0,19.5
660660,0,19
660670,0,18.8
660680,0,18.6
660690,0,18.400000000000002
660700,0,18.2
660710,0,18
660720,0,17.8
660730,0,17.6
660740,0,17.400000000000002
660750,0,17.2
660760,0,17.1
660770,0,16.900000000000002
660780,0,16.7
660790,0,16.5
660800,0,16.400000000000002
660810,0,16.2
660820,0,16.1
660830,0,15.9
660840,0,15.8
660850,0,15.600000000000001
660860,0,15.5
660870,0,15.3
660880,0,15.200000000000001
660890,0,15.100000000000001
660900,0,14.9
660910,0,14.8
660920,0,14.700000000000001
660930,0,14.5
660940,0,14.4
660950,0,14.200000000000001
660960,0,14.100000000000001
660970,0,14
660980,0,13.9
660990,0,13.700000000000001
661000,0,13.600000000000001
661010,0,13.5
661020,0,13.4
661030,0,13.3
661040,0,13.100000000000001
661050,0,13
661060,0,12.9
661070,0,12.8
661080,0,12.600000000000001
661090,0,12.5
661100,0,12.4
661110,0,12.3
661120,0,12.100000000000001
661130,0,12
661140,0,11.9
661150,0,11.8
661160,0,11.700000000000001
661170,0,11.700000000000001
661180,0,11.600000000000001
661190,0,11.5
661200,0,11.4
661210,0,11.3
661220,0,11.200000000000001
661230,0,11.100000000000001
661240,0,11
661250,0,10.9
661260,0,10.8
661270,0,10.9
661280,0,10.9
661290,0,10.9
661300,0,10.9
661310,0,11
661320,0,11
661330,0,11.700000000000001
661340,13,12.4
661350,32,13.100000000000001
661360,57,13.8
661370,87,14.5
661380,119,15.200000000000001
661390,154,15.8
661400,190,16.400000000000002
661410,227,17
661420,265,17.6
661430,303,18.1
661440,341,18.7
661450,379,19.3
661460,417,19.8
661470,454,20.400000000000002
661480,491,20.900000000000002
661490,527,21.5
661500,561,22
661510,596,22.400000000000002
661520,628,22.700000000000003
661530,661,23
661540,692,23.3
661550,722,23.700000000000003
661560,749,24
661570,776,24.3
661580,801,24.5
661590,824,24.700000000000003
661600,852,25
661610,872,25.200000000000003
661620,890,25.5
661630,907,25.700000000000003
661640,921,25.900000000000002
661650,934,26.1
661660,945,26.200000000000003
661670,954,26.400000000000002
661680,961,26.6
661690,966,26.700000000000003
661700,969,26.900000000000002
661710,971,27
661720,970,27.1
661730,967,27.3
661740,962,27.400000000000002
661750,956,27.5
661760,947,27.5
661770,937,27.6
661780,925,27.700000000000003
661790,910,27.8
661800,894,27.8
661810,876,27.8
661820,857,27.900000000000002
661830,835,27.900000000000002
661840,812,27.900000000000002
661850,787,27.900000000000002
661860,761,27.900000000000002
661870,734,27.8
661880,704,27.700000000000003
661890,674,27.6
661900,642,27.6
661910,609,27.5
661920,575,27.400000000000002
661930,541,27.400000000000002
661940,505,27.400000000000002
661950,468,27.400000000000002
661960,431,27.400000000000002
661970,393,27.400000000000002
661980,355,25.8
661990,317,25.1
662000,278,24.3
662010,240,23.6
662020,202,22.900000000000002
662030,165,22.1
662040,130,21.400000000000002
662050,96,20.900000000000002
662060,65,20.5
662070,38,20.1
662080,17,19.6
662090,0,19.200000000000003
662100,0,18.8
662110,0,18.5
662120,0,18.3
662130,0,18.1
662140,0,17.900000000000002
662150,0,17.6
662160,0,17.400000000000002
662170,0,17.2
662180,0,17
662190,0,16.8
662200,0,16.6
662210,0,16.400000000000002
662220,0,16.2
662230,0,16
662240,0,15.8
662250,0,15.600000000000001
662260,0,15.4
662270,0,15.200000000000001
662280,0,15
662290,0,14.9
662300,0,14.700000000000001
662310,0,14.600000000000001
662320,0,14.4
662330,0,14.3
662340,0,14.100000000000001
662350,0,14.200000000000001
662360,0,14.200000000000001
662370,0,14.3
662380,0,14.3
662390,0,14.3
662400,0,14.4
662410,0,14.5
662420,0,14.600000000000001
662430,0,14.700000000000001
662440,0,14.8
662450,0,14.9
662460,0,15
662470,0,14.9
662480,0,14.9
662490,0,14.9
662500,0,14.8
662510,0,14.8
662520,0,14.8
662530,0,14.600000000000001
662540,0,14.4
662550,0,14.200000000000001
662560,0,14
662570,0,13.8
662580,0,13.700000000000001
662590,0,13.5
662600,0,13.3
662610,0,13.100000000000001
662620,0,12.9
662630,0,12.700000000000001
662640,0,12.5
662650,0,12.3
662660,0,12.200000000000001
662670,0,12
662680,0,11.9
662690,0,11.700000000000001
662700,0,11.600000000000001
662710,0,11.600000000000001
662720,0,11.600000000000001
662730,0,11.600000000000001
662740,0,11.700000000000001
662750,0,11.700000000000001
662760,0,11.700000000000001
662770,0,12.4
662780,16,13.100000000000001
662790,36,13.8
662800,64,14.5
662810,95,15.3
662820,129,16
662830,164,16.5
662840,201,17
662850,239,17.5
662860,278,18
662870,317,18.5
662880,355,19
662890,393,19.400000000000002
662900,431,19.8
662910,468,20.200000000000003
662920,506,20.6
662930,542,21
662940,577,21.5
662950,611,21.8
662960,644,22.1
662970,676,22.5
662980,706,22.8
662990,736,23.1
663000,763,23.5
663010,790,23.8
663020,815,24
663030,838,24.3
663040,858,24.6
663050,878,24.900000000000002
663060,896,25.200000000000003
663070,912,25.400000000000002
663080,927,25.6
663090,940,25.900000000000002
663100,950,26.1
663110,959,26.3
663120,966,26.5
663130,971,26.700000000000003
663140,974,26.900000000000002
663150,975,27
663160,975,27.200000000000003
663170,972,27.3
663180,967,27.5
663190,960,27.6
663200,952,27.700000000000003
663210,941,27.8
663220,929,27.8
663230,915,27.900000000000002
663240,899,28
663250,881,28
663260,861,28
663270,840,28
663280,816,28
663290,792,27.900000000000002
663300,766,27.900000000000002
663310,738,27.8
663320,709,27.700000000000003
663330,678,27.6
663340,646,27.5
663350,614,27.400000000000002
663360,580,27.3
663370,545,27.3
663380,509,27.3
663390,472,27.3
663400,435,27.3
663410,397,27.3
663420,359,25.700000000000003
663430,321,24.900000000000002
663440,282,24.1
663450,244,23.3
663460,207,22.6
663470,170,21.8
663480,134,21
663490,100,20.5
663500,68,20.1
663510,41,19.6
663520,19,19.200000000000003
663530,0,18.7
663540,0,18.3
663550,0,18.1
663560,0,17.900000000000002
663570,0,17.7
663580,0,17.5
663590,0,17.3
663600,0,17.1
663610,0,17
663620,0,16.8
663630,0,16.6
663640,0,16.400000000000002
663650,0,16.2
663660,0,16
663670,0,15.9
663680,0,15.700000000000001
663690,0,15.5
663700,0,15.3
663710,0,15.100000000000001
663720,0,14.9
663730,0,14.9
663740,0,14.8
663750,0,14.700000000000001
663760,0,14.600000000000001
663770,0,14.5
663780,0,14.5
663790,0,14.5
663800,0,14.5
663810,0,14.5
663820,0,14.600000000000001
663830,0,14.600000000000001
663840,0,14.600000000000001
663850,0,14.600000000000001
663860,0,14.5
663870,0,14.5
663880,0,14.4
663890,0,14.4
663900,0,14.4
663910,0,14.200000000000001
663920,0,14.100000000000001
663930,0,14
663940,0,13.9
663950,0,13.8
663960,0,13.600000000000001
663970,0,13.5
663980,0,13.3
663990,0,13.200000000000001
664000,0,13
664010,0,12.9
664020,0,12.700000000000001
664030,0,12.600000000000001
664040,0,12.4
664050,0,12.3
664060,0,12.200000000000001
664070,0,12
664080,0,11.9
664090,0,11.8
664100,0,11.700000000000001
664110,0,11.600000000000001
664120,0,11.4
664130,0,11.3
664140,0,11.200000000000001
664150,0,11.3
664160,0,11.3
664170,0,11.4
664180,0,11.4
664190,0,11.5
664200,0,11.5
664210,0,12.200000000000001
664220,18,12.8
664230,39,13.5
664240,66,14.200000000000001
664250,97,14.8
664260,131,15.5
664270,166,16
664280,203,16.400000000000002
664290,241,16.900000000000002
664300,279,17.3
664310,317,17.8
664320,356,18.3
664330,394,18.7
664340,431,19.1
664350,469,19.5
664360,505,19.900000000000002
664370,541,20.400000000000002
664380,576,20.8
664390,610,21.1
664400,642,21.5
664410,674,21.8
664420,705,22.200000000000003
664430,734,22.5
664440,762,22.8
664450,788,23.1
664460,813,23.400000000000002
664470,836,23.700000000000003
664480,858,23.900000000000002
664490,878,24.200000000000003
664500,896,24.5
664510,912,24.700000000000003
664520,927,24.900000000000002
664530,940,25.1
664540,949,25.3
664550,958,25.6
664560,965,25.8
664570,970,25.900000000000002
664580,973,26
664590,974,26.200000000000003
664600,973,26.3
664610,970,26.5
664620,965,26.6
664630,959,26.700000000000003
664640,950,26.8
664650,939,26.8
664660,923,26.900000000000002
664670,909,27
664680,892,27
664690,874,27
664700,855,27
664710,833,27
664720,809,27
664730,785,26.900000000000002
664740,758,26.900000000000002
664750,731,26.8
664760,702,26.700000000000003
664770,671,26.6
664780,640,26.5
664790,607,26.400000000000002
664800,573,26.3
664810,539,26.3
664820,503,26.3
664830,467,26.3
664840,430,26.3
664850,371,26.3
664860,339,24.8
664870,297,24.1
664880,277,23.400000000000002
664890,207,22.700000000000003
664900,190,22
664910,167,21.200000000000003
664920,111,20.5
664930,84,20.1
664940,67,19.6
664950,29,19.200000000000003
664960,12,18.7
664970,0,18.3
664980,0,17.900000000000002
664990,0,17.7
665000,0,17.5
665010,0,17.3
665020,0,17.1
665030,0,16.900000000000002
665040,0,16.8
665050,0,16.6
665060,0,16.400000000000002
665070,0,16.2
665080,0,16.1
665090,0,15.9
665100,0,15.700000000000001
665110,0,15.5
665120,0,15.4
665130,0,15.200000000000001
665140,0,15
665150,0,14.8
665160,0,14.700000000000001
665170,0,14.5
665180,0,14.3
665190,0,14.200000000000001
665200,0,14
665210,0,13.8
665220,0,13.700000000000001
665230,0,13.600000000000001
665240,0,13.600000000000001
665250,0,13.5
665260,0,13.5
665270,0,13.4
665280,0,13.3
665290,0,13.4
665300,0,13.5
665310,0,13.600000000000001
665320,0,13.700000000000001
665330,0,13.8
665340,0,13.9
665350,0,14
665360,0,14.100000000000001
665370,0,14.200000000000001
665380,0,14.3
665390,0,14.4
665400,0,14.600000000000001
665410,0,14.5
665420,0,14.5
665430,0,14.5
665440,0,14.4
665450,0,14.4
665460,0,14.3
665470,0,14.200000000000001
665480,0,14
665490,0,13.9
665500,0,13.700000000000001
665510,0,13.600000000000001
665520,0,13.4
665530,0,13.3
665540,0,13.100000000000001
665550,0,13
665560,0,12.8
665570,0,12.700000000000001
665580,0,12.5
665590,0,12.5
665600,0,12.5
665610,0,12.5
665620,0,12.4
665630,0,12.4
665640,0,12.4
665650,0,13.100000000000001
665660,19,13.8
665670,41,14.600000000000001
665680,69,15.3
665690,100,16
665700,133,16.7
665710,168,17.3
665720,205,17.900000000000002
665730,242,18.5
665740,280,19.1
665750,318,19.700000000000003
665760,356,20.3
665770,394,20.6
665780,431,21
665790,468,21.400000000000002
665800,505,21.8
665810,540,22.1
665820,575,22.5
665830,609,22.8
665840,641,23
665850,673,23.3
665860,703,23.6
665870,732,23.8
665880,760,24.1
665890,786,24.3
665900,810,24.6
665910,833,24.8
665920,850,25
665930,870,25.200000000000003
665940,888,25.400000000000002
665950,904,25.6
665960,918,25.8
665970,931,26
665980,940,26.1
665990,949,26.3
666000,956,26.5
666010,961,26.6
666020,964,26.700000000000003
666030,965,26.900000000000002
666040,965,27
666050,962,27.1
666060,957,27.200000000000003
666070,948,27.3
666080,939,27.400000000000002
666090,928,27.5
666100,917,27.6
666110,903,27.700000000000003
666120,887,27.8
666130,869,27.8
666140,850,27.8
666150,829,27.8
666160,807,27.8
666170,783,27.8
666180,757,27.900000000000002
666190,731,27.8
666200,703,27.700000000000003
666210,672,27.6
666220,641,27.6
666230,608,27.5
666240,575,27.400000000000002
666250,540,27.400000000000002
666260,505,27.400000000000002
666270,469,27.400000000000002
666280,432,27.400000000000002
666290,394,27.400000000000002
666300,356,26.1
666310,318,25.400000000000002
666320,280,24.700000000000003
666330,242,23.900000000000002
666340,204,23.200000000000003
666350,168,22.5
666360,133,21.700000000000003
666370,99,21.3
666380,68,20.8
666390,41,20.400000000000002
666400,19,19.900000000000002
666410,0,19.5
666420,0,19
666430,0,18.8
666440,0,18.6
666450,0,18.400000000000002
666460,0,18.2
666470,0,18
666480,0,17.8
666490,0,17.6
666500,0,17.400000000000002
666510,0,17.2
666520,0,17
666530,0,16.8
666540,0,16.6
666550,0,16.400000000000002
666560,0,16.1
666570,0,15.9
666580,0,15.700000000000001
666590,0,15.5
666600,0,15.200000000000001
666610,0,15.100000000000001
666620,0,14.9
666630,0,14.700000000000001
666640,0,14.5
666650,0,14.3
666660,0,14.100000000000001
666670,0,14.100000000000001
666680,0,14
666690,0,14
666700,0,14
666710,0,13.9
666720,0,13.9
666730,0,14
666740,0,14.200000000000001
666750,0,14.3
666760,0,14.5
666770,0,14.700000000000001
666780,0,14.8
666790,0,14.9
666800,0,14.9
666810,0,15
666820,0,15.100000000000001
666830,0,15.100000000000001
666840,0,15.200000000000001
666850,0,15.100000000000001
666860,0,14.9
666870,0,14.8
666880,0,14.700000000000001
666890,0,14.600000000000001
666900,0,14.5
666910,0,14.3
666920,0,14.200000000000001
666930,0,14
666940,0,13.8
666950,0,13.700000000000001
666960,0,13.5
666970,0,13.3
666980,0,13.100000000000001
666990,0,12.8
667000,0,12.600000000000001
667010,0,12.4
667020,0,12.200000000000001
667030,0,12.200000000000001
667040,0,12.200000000000001
667050,0,12.200000000000001
667060,0,12.200000000000001
667070,0,12.3
667080,0,12.3
667090,0,13.100000000000001
667100,23,13.9
667110,46,14.700000000000001
667120,74,15.5
667130,106,16.3
667140,141,17.1
667150,176,17.8
667160,213,18.400000000000002
667170,250,19.1
667180,289,19.700000000000003
667190,327,20.400000000000002
667200,364,21
667210,401,21.5
667220,439,21.900000000000002
667230,475,22.400000000000002
667240,510,22.8
667250,545,23.200000000000003
667260,580,23.700000000000003
667270,613,24
667280,646,24.200000000000003
667290,675,24.5
667300,705,24.700000000000003
667310,734,25
667320,761,25.3
667330,787,25.400000000000002
667340,809,25.6
667350,832,25.700000000000003
667360,851,25.900000000000002
667370,870,26
667380,888,26.200000000000003
667390,904,26.200000000000003
667400,858,26.3
667410,341,26.400000000000002
667420,937,26.5
667430,589,26.5
667440,767,26.6
667450,906,26.6
667460,896,26.6
667470,962,26.6
667480,482,26.5
667490,146,26.5
667500,105,26.5
667510,120,26.400000000000002
667520,270,26.400000000000002
667530,247,26.3
667540,173,26.200000000000003
667550,41,26.200000000000003
667560,81,26.1
667570,545,26
667580,39,25.8
667590,43,25.700000000000003
667600,38,25.5
667610,37,25.3
667620,35,25.200000000000003
667630,34,24.900000000000002
667640,186,24.700000000000003
667650,301,24.400000000000002
667660,460,24.1
667670,239,23.900000000000002
667680,420,23.6
667690,329,23.6
667700,434,23.6
667710,144,23.6
667720,424,23.6
667730,338,23.6
667740,349,21.400000000000002
667750,244,20.900000000000002
667760,275,20.5
667770,238,20.1
667780,201,19.6
667790,166,19.200000000000003
667800,131,18.7
667810,68,18.400000000000002
667820,49,18
667830,30,17.7
667840,14,17.3
667850,0,17
667860,0,16.6
667870,0,16.400000000000002
667880,0,16.2
667890,0,15.9
667900,0,15.700000000000001
667910,0,15.5
667920,0,15.3
667930,0,15.100000000000001
667940,0,14.8
667950,0,14.600000000000001
667960,0,14.4
667970,0,14.200000000000001
667980,0,14
667990,0,13.700000000000001
668000,0,13.5
668010,0,13.3
668020,0,13
668030,0,12.8
668040,0,12.600000000000001
668050,0,12.4
668060,0,12.3
668070,0,12.100000000000001
668080,0,12
668090,0,11.8
668100,0,11.700000000000001
668110,0,11.700000000000001
668120,0,11.600000000000001
668130,0,11.600000000000001
668140,0,11.5
668150,0,11.5
668160,0,11.4
668170,0,11.4
668180,0,11.4
668190,0,11.3
668200,0,11.3
668210,0,11.3
668220,0,11.3
668230,0,11.200000000000001
668240,0,11.200000000000001
668250,0,11.100000000000001
668260,0,11.100000000000001
668270,0,11
668280,0,10.9
668290,0,10.9
668300,0,10.9
668310,0,10.8
668320,0,10.8
668330,0,10.8
668340,0,10.700000000000001
668350,0,10.700000000000001
668360,0,10.600000000000001
668370,0,10.600000000000001
668380,0,10.5
668390,0,10.5
668400,0,10.4
668410,0,10.4
668420,0,10.4
668430,0,10.3
668440,0,10.3
668450,0,10.200000000000001
668460,0,10.200000000000001
668470,0,10.200000000000001
668480,0,10.200000000000001
668490,0,10.200000000000001
668500,0,10.200000000000001
668510,0,10.100000000000001
668520,0,10.100000000000001
668530,0,10.700000000000001
668540,26,11.3
668550,50,11.9
668560,80,12.5
668570,113,13
668580,147,13.600000000000001
668590,184,14.100000000000001
668600,221,14.5
668610,259,15
668620,298,15.4
668630,336,15.9
668640,375,16.400000000000002
668650,413,16.6
668660,450,16.900000000000002
668670,488,17.2
668680,524,17.5
668690,560,17.8
668700,595,18.1
668710,629,18.3
668720,662,18.6
668730,693,18.8
668740,724,19.1
668750,756,19.400000000000002
668760,783,19.6
668770,810,19.8
668780,834,20
668790,857,20.3
668800,879,20.5
668810,898,20.700000000000003
668820,916,20.900000000000002
668830,933,21.1
668840,947,21.3
668850,959,21.400000000000002
668860,969,21.6
668870,978,21.8
668880,985,21.900000000000002
668890,989,22
668900,992,22.1
668910,993,22.200000000000003
668920,992,22.3
668930,989,22.5
668940,984,22.6
668950,977,22.6
668960,968,22.700000000000003
668970,958,22.700000000000003
668980,943,22.700000000000003
668990,929,22.8
669000,913,22.8
669010,894,22.8
669020,874,22.8
669030,853,22.8
669040,830,22.8
669050,805,22.700000000000003
669060,779,22.700000000000003
669070,751,22.6
669080,722,22.5
669090,691,22.400000000000002
669100,659,22.3
669110,626,22.3
669120,592,22.200000000000003
669130,557,22.200000000000003
669140,521,22.200000000000003
669150,485,22.200000000000003
669160,448,22.200000000000003
669170,410,22.200000000000003
669180,371,21.1
669190,334,20.5
669200,296,20
669210,257,19.400000000000002
669220,219,18.900000000000002
669230,182,18.400000000000002
669240,145,17.8
669250,110,17.400000000000002
669260,78,17
669270,48,16.6
669280,25,16.2
669290,0,15.700000000000001
669300,0,15.3
669310,0,15.200000000000001
669320,0,15
669330,0,14.9
669340,0,14.700000000000001
669350,0,14.600000000000001
669360,0,14.4
669370,0,14.3
669380,0,14.200000000000001
669390,0,14.100000000000001
669400,0,13.9
669410,0,13.8
669420,0,13.700000000000001
669430,0,13.600000000000001
669440,0,13.5
669450,0,13.4
669460,0,13.3
669470,0,13.200000000000001
669480,0,13.100000000000001
669490,0,13
669500,0,13
669510,0,12.9
669520,0,12.8
669530,0,12.8
669540,0,12.700000000000001
669550,0,12.600000000000001
669560,0,12.600000000000001
669570,0,12.5
669580,0,12.5
669590,0,12.4
669600,0,12.4
669610,0,12.3
669620,0,12.3
669630,0,12.200000000000001
669640,0,12.200000000000001
669650,0,12.100000000000001
669660,0,12.100000000000001
669670,0,12
669680,0,12
669690,0,11.9
669700,0,11.9
669710,0,11.8
669720,0,11.700000000000001
669730,0,11.700000000000001
669740,0,11.600000000000001
669750,0,11.5
669760,0,11.4
669770,0,11.3
669780,0,11.200000000000001
669790,0,11.100000000000001
669800,0,11
669810,0,10.9
669820,0,10.8
669830,0,10.700000000000001
669840,0,10.600000000000001
669850,0,10.5
669860,0,10.3
669870,0,10.200000000000001
669880,0,10
669890,0,9.9
669900,0,9.8
669910,0,9.8
669920,0,9.9
669930,0,9.9
669940,0,9.9
669950,0,10
669960,0,10
669970,0,10.700000000000001
669980,29,11.3
669990,54,12
670000,85,12.600000000000001
670010,118,13.3
670020,153,13.9
670030,191,14.600000000000001
670040,227,15.200000000000001
670050,265,15.9
670060,304,16.5
670070,342,17.2
670080,381,17.8
670090,419,18.2
670100,457,18.7
670110,494,19.1
670120,531,19.6
670130,567,20
670140,602,20.5
670150,636,20.700000000000003
670160,669,21
670170,700,21.200000000000003
670180,731,21.5
670190,760,21.700000000000003
670200,788,22
670210,814,22.200000000000003
670220,838,22.400000000000002
670230,862,22.6
670240,882,22.8
670250,902,23
670260,920,23.200000000000003
670270,936,23.400000000000002
670280,950,23.5
670290,963,23.700000000000003
670300,973,23.8
670310,982,24
670320,988,24.1
670330,993,24.200000000000003
670340,996,24.3
670350,997,24.400000000000002
670360,995,24.5
670370,992,24.6
670380,987,24.700000000000003
670390,980,24.8
670400,949,24.8
670410,938,24.8
670420,927,24.900000000000002
670430,918,24.900000000000002
670440,903,24.900000000000002
670450,859,24.900000000000002
670460,842,24.900000000000002
670470,772,24.8
670480,769,24.8
670490,754,24.700000000000003
670500,548,24.700000000000003
670510,425,24.6
670520,700,24.5
670530,693,24.400000000000002
670540,662,24.3
670550,629,24.1
670560,595,24
670570,560,24
670580,524,24
670590,487,24
670600,449,24
670610,411,24
670620,373,22.8
670630,335,22.200000000000003
670640,296,21.5
670650,258,20.900000000000002
670660,220,20.200000000000003
670670,182,19.6
670680,146,19
670690,111,18.5
670700,79,18.1
670710,50,17.6
670720,26,17.2
670730,0,16.8
670740,0,16.3
670750,0,16.2
670760,0,16
670770,0,15.9
670780,0,15.700000000000001
670790,0,15.600000000000001
670800,0,15.4
670810,0,15.3
670820,0,15.3
670830,0,15.200000000000001
670840,0,15.100000000000001
670850,0,15.100000000000001
670860,0,15
670870,0,15
670880,0,15
670890,0,14.9
670900,0,14.9
670910,0,14.9
670920,0,14.9
670930,0,14.9
670940,0,14.9
670950,0,14.9
670960,0,14.9
670970,0,14.9
670980,0,14.9
670990,0,14.8
671000,0,14.8
671010,0,14.700000000000001
671020,0,14.700000000000001
671030,0,14.600000000000001
671040,0,14.600000000000001
671050,0,14.3
671060,0,14.100000000000001
671070,0,13.9
671080,0,13.700000000000001
671090,0,13.4
671100,0,13.200000000000001
671110,0,13.100000000000001
671120,0,12.9
671130,0,12.8
671140,0,12.600000000000001
671150,0,12.5
671160,0,12.3
671170,0,12.200000000000001
671180,0,12.100000000000001
671190,0,12.100000000000001
671200,0,12
671210,0,11.9
671220,0,11.8
671230,0,11.700000000000001
671240,0,11.700000000000001
671250,0,11.600000000000001
671260,0,11.5
671270,0,11.4
671280,0,11.4
671290,0,11.3
671300,0,11.3
671310,0,11.200000000000001
671320,0,11.200000000000001
671330,0,11.100000000000001
671340,0,11.100000000000001
671350,0,11.100000000000001
671360,0,11.200000000000001
671370,0,11.3
671380,0,11.3
671390,0,11.4
671400,0,11.5
671410,5,11.8
671420,17,12.100000000000001
671430,31,12.4
671440,45,12.8
671450,68,13.100000000000001
671460,73,13.4
671470,62,13.9
671480,121,14.4
671490,32,14.9
671500,51,15.4
671510,124,15.8
671520,150,16.3
671530,335,16.7
671540,298,17
671550,324,17.400000000000002
671560,427,17.7
671570,430,18.1
671580,521,18.400000000000002
671590,565,18.6
671600,630,18.7
671610,659,18.8
671620,528,19
671630,735,19.1
671640,762,19.200000000000003
671650,788,19.200000000000003
671660,812,19.200000000000003
671670,835,19.200000000000003
671680,818,19.3
671690,764,19.3
671700,698,19.3
671710,729,19.200000000000003
671720,486,19.200000000000003
671730,148,19.200000000000003
671740,739,19.200000000000003
671750,719,19.200000000000003
671760,761,19.200000000000003
671770,844,19.200000000000003
671780,898,19.200000000000003
671790,886,19.200000000000003
671800,792,19.200000000000003
671810,791,19.200000000000003
671820,959,19.3
671830,955,19.3
671840,946,19.3
671850,629,19.3
671860,500,19.400000000000002
671870,860,19.400000000000002
671880,640,19.400000000000002
671890,816,19.400000000000002
671900,854,19.400000000000002
671910,833,19.400000000000002
671920,726,19.400000000000002
671930,742,19.400000000000002
671940,504,19.400000000000002
671950,734,19.3
671960,680,19.3
671970,609,19.200000000000003
671980,543,19.1
671990,315,19.1
672000,97,19
672010,54,19
672020,26,19
672030,20,19
672040,197,19
672050,181,19
672060,14,18.400000000000002
672070,13,18
672080,287,17.6
672090,250,17.3
672100,165,16.900000000000002
672110,142,16.5
672120,119,16.1
672130,109,15.8
672140,77,15.4
672150,33,15
672160,16,14.700000000000001
672170,0,14.3
672180,0,13.9
672190,0,13.8
672200,0,13.600000000000001
672210,0,13.5
672220,0,13.3
672230,0,13.100000000000001
672240,0,13
672250,0,12.8
672260,0,12.700000000000001
672270,0,12.600000000000001
672280,0,12.4
672290,0,12.3
672300,0,12.100000000000001
672310,0,12
672320,0,11.9
672330,0,11.8
672340,0,11.700000000000001
672350,0,11.5
672360,0,11.4
672370,0,11.3
672380,0,11.200000000000001
672390,0,11.100000000000001
672400,0,11
672410,0,10.9
672420,0,10.8
672430,0,10.700000000000001
672440,0,10.700000000000001
672450,0,10.600000000000001
672460,0,10.5
672470,0,10.4
672480,0,10.3
672490,0,10.3
672500,0,10.200000000000001
672510,0,10.200000000000001
672520,0,10.100000000000001
672530,0,10
672540,0,10
672550,0,9.9
672560,0,9.9
672570,0,9.8
672580,0,9.8
672590,0,9.8
672600,0,9.700000000000001
672610,0,9.700000000000001
672620,0,9.600000000000001
672630,0,9.600000000000001
672640,0,9.5
672650,0,9.5
672660,0,9.5
672670,0,9.4
672680,0,9.3
672690,0,9.200000000000001
672700,0,9.1
672710,0,9
672720,0,9
