,0
0,14.83846518237802
1,6.7643979057591626
2,13.479625918503674
3,9.017703349282296
4,3.760993274702535
5,14.821410190427175
6,13.765967365967366
7,14.830871843735112
8,8.87511961722488
9,10.856004250797024
10,13.537037037037036
11,13.753561253561253
12,6.470124013528749
13,14.32890365448505
14,12.72461029759093
15,9.028138528138529
16,14.006704486848891
17,13.907808090310443
18,13.742709313264346
19,13.077197149643705
20,2.6331967213114753
21,9.160823170731707
22,9.627400768245838
23,8.588193456614508
24,14.475204359673025
25,7.770469798657718
26,7.0108857001484415
27,13.382482671707624
28,28.7615341856587
29,7.560526315789474
30,11.933072789447973
31,8.915726609157266
32,7.484191508581753
33,10.363636363636363
34,6.11566424322538
35,5.825104104699584
36,13.318862275449101
37,8.455854727614277
38,7.35678391959799
39,10.916907514450868
40,8.47883597883598
41,7.464837049742711
42,7.671976107516177
43,2.8908716540837336
44,2.983664772727273
45,3.1028257456828885
46,2.997816593886463
47,12.85047846889952
48,11.307074761665831
49,8.360898138006572
50,8.802414928649835
51,12.157696447793326
52,14.81777108433735
53,13.663163163163164
54,12.240534521158128
55,14.828276699029127
56,8.96331184928111
57,13.483838383838384
58,8.33860759493671
59,7.901075268817205
60,11.14451476793249
61,11.005445881552076
62,8.946847316310578
63,8.951937984496125
64,13.37305389221557
65,2.7574893009985733
66,6.601055408970976
67,6.758695652173913
68,7.24421052631579
69,3.1628175519630486
70,6.081927710843374
71,12.237756714060032
72,10.94503311258278
73,6.4048754636989935
74,8.319662243667068
75,8.165007857517024
76,12.522569444444445
77,6.70042872454448
78,6.7887896019496345
79,4.815602836879433
80,12.89108382274426
81,13.420258620689655
82,12.116890080428954
83,14.718534253850239
84,12.057192374350088
85,7.188397790055249
86,9.799555802332037
87,12.265519360786724
88,15.669824086603517
89,14.591994382022472
90,8.954444444444444
91,12.854132002218524
92,6.589022757697457
