,0
139,19.313649564375606
140,31.877069744104364
141,4.993909866017052
142,28.385524372230428
143,52.347452424800494
144,58.393380012730745
145,56.43196405648267
146,47.5931712962963
147,57.836513994910945
148,69.10879284649776
149,66.42835481425323
150,60.59375
151,61.674089068825914
152,64.75331010452962
153,70.58840792369773
154,78.74564183835182
155,61.28185328185328
156,57.85900783289817
157,59.7568838146407
158,60.717948717948715
159,70.62992700729927
160,92.56591928251122
161,149.09848484848484
162,94.13661202185793
163,66.62770562770562
164,67.47253521126761
165,78.94567901234568
166,76.53459119496856
167,74.46328125
168,73.10796324655436
169,79.99592169657423
170,83.12713310580205
171,74.1093023255814
172,73.58890577507599
173,85.31539108494533
174,98.35103244837758
175,74.64980544747081
176,76.28560431100847
177,83.49788672865596
178,88.24485981308412
179,70.10562015503876
180,85.50303555941024
181,86.23801513877208
182,103.74479166666667
183,96.60135135135135
184,111.40989010989011
185,111.25432900432901
186,104.4040201005025
187,121.43899204244032
188,97.2485604606526
189,125.43533930857875
190,180.40980392156862
191,70.85348837209303
192,91.72320596458528
193,106.70903010033445
194,75.09432515337423
195,72.47949080622348
196,70.92329545454545
197,200.682302771855
198,174.25044722719142
199,152.804248861912
200,123.12560975609756
201,214.32783018867926
202,61.772535804549285
203,68.31904427266339
204,54.15558912386707
205,276.36070381231673
206,69.0119298245614
207,87.3499554764025
208,173.85507246376812
209,76.8480909829407
210,89.6820809248555
211,97.57191780821918
212,87.89468779123952
213,99.24181626187962
214,87.22795497185741
215,93.97219463753724
216,71.56739811912226
217,255.14429530201343
218,144.34729493891797
219,218.60969976905312
220,147.83204930662558
221,149.51334379905808
222,188.3954918032787
223,237.39175257731958
224,74.09581320450886
225,124.19786096256685
226,138.2574850299401
227,80.51266375545852
228,83.86059479553903
229,72.5208
230,79.7359649122807
231,235.84084880636604
232,86.72257250945775
233,61.79270186335404
234,69.15366430260048
235,86.58823529411765
236,141.5752688172043
237,142.6042780748663
238,117.73521126760564
239,84.04448938321536
240,81.21456310679612
241,73.20567986230637
242,73.58695652173913
243,61.62518409425626
244,325.524
245,96.84820393974508
246,142.79432624113474
247,255.14743589743588
248,170.18371607515658
249,140.62152777777777
250,45.134604274985556
251,58.51574803149607
252,56.870535714285715
253,69.29026217228464
254,106.4366391184573
255,150.2540650406504
256,232.37423312883436
257,282.6566037735849
258,58.993071593533486
259,200.155672823219
260,95.03783102143758
261,72.39821251241311
262,67.76267942583732
263,85.46730083234245
264,91.95902688860436
265,91.23429319371728
266,80.3373786407767
267,51.34837355718783
268,46.50231481481482
269,54.167088607594934
270,59.86906854130053
271,53.716059602649004
272,52.97786561264822
273,55.3067896060352
274,66.3573543928924
275,58.208942390369735
276,56.952586206896555
277,65.44287158746208
278,66.01504629629629
279,66.53056994818652
280,54.120034542314336
281,46.71859706362153
282,3.998063266623628
283,32.31179213857428
284,49.265426880811496
285,52.14503133393017
286,43.05738993710692
287,55.90856031128405
288,58.39121756487026
289,52.17823639774859
290,43.09891936824605
291,38.12146676852559
292,39.921241050119335
293,40.386655948553056
294,43.95034246575342
295,35.6420141620771
296,7.997584541062802
297,7.9696765498652296
298,17.997916666666665
299,19.005434782608695
300,13.814093959731544
301,14.649243466299863
302,13.860323886639677
303,13.885324232081912
304,4.945606694560669
305,6.937042459736457
306,27.636153846153846
307,31.150428682774745
308,29.34860883797054
309,28.851129363449694
310,14.642644873699851
311,11.58988326848249
312,14.589569160997732
313,14.182475158084914
314,14.65132075471698
315,14.66768060836502
316,14.699088145896656
317,14.724884080370943
318,11.815068493150685
319,9.845081332300543
320,20.887924230465668
321,11.581005586592179
322,9.261474269819193
323,7.415800415800415
324,14.30859049207673
325,12.877335499593826
326,14.717163577759871
327,13.85084202085004
328,14.632636655948554
329,11.89159465828751
330,14.027114967462039
331,13.938409854423293
332,14.489812550937245
333,14.685078318219292
334,14.779146141215106
335,14.053333333333333
336,15.122826086956522
337,12.038461538461538
338,15.718855218855218
339,15.008741258741258
340,10.631578947368421
341,19.01310861423221
342,12.825520833333334
343,14.827705627705628
344,14.45840554592721
345,18.346553352219075
346,14.82916307161346
347,14.724077328646748
348,13.80186282811177
349,14.82937181663837
350,12.92
351,15.711466165413533
352,14.817487266553481
353,19.949137931034482
354,13.529362416107382
355,14.545893719806763
356,15.733333333333333
357,13.931071049840932
358,14.78448275862069
359,16.247826086956522
360,11.881777777777778
361,10.557377049180328
362,14.459272097053725
363,14.044967880085654
