,0
0,8.666666666666666
1,8.833333333333334
2,9.833333333333334
3,10.0
4,9.5
5,9.666666666666666
6,9.833333333333334
7,10.166666666666666
8,6.833333333333333
9,10.333333333333334
10,10.333333333333334
11,10.333333333333334
12,10.5
13,10.833333333333334
14,11.166666666666666
15,11.0
16,11.166666666666666
17,10.5
18,10.666666666666666
19,11.0
20,12.0
21,15.5
22,13.5
23,13.666666666666666
24,13.166666666666666
25,12.333333333333334
26,12.0
27,11.5
28,12.333333333333334
29,11.666666666666666
30,10.5
31,11.833333333333334
32,12.333333333333334
33,9.5
34,11.666666666666666
35,14.166666666666666
36,14.166666666666666
37,13.666666666666666
38,13.333333333333334
39,12.5
40,13.5
41,14.333333333333334
42,14.666666666666666
43,14.0
44,13.5
45,13.333333333333334
46,11.5
47,10.666666666666666
48,12.166666666666666
49,11.333333333333334
50,10.833333333333334
51,11.5
52,12.333333333333334
53,14.333333333333334
54,15.333333333333334
55,13.833333333333334
56,13.333333333333334
57,12.666666666666666
58,12.5
59,12.833333333333334
60,12.5
61,11.333333333333334
62,12.0
63,12.333333333333334
64,12.5
65,13.666666666666666
66,14.333333333333334
67,13.5
68,12.833333333333334
69,12.333333333333334
70,12.0
71,11.0
72,10.833333333333334
73,11.333333333333334
74,13.666666666666666
75,15.666666666666666
76,16.666666666666668
77,21.666666666666668
78,12.0
79,7.666666666666667
80,5.333333333333333
81,5.833333333333333
82,6.833333333333333
83,8.833333333333334
84,9.333333333333334
85,10.166666666666666
86,10.833333333333334
87,10.166666666666666
88,10.666666666666666
89,9.0
90,7.833333333333333
91,7.333333333333333
92,8.333333333333334
