,0
0,58.60197165742452
1,57.68984962406015
2,57.202476780185755
3,57.4727385377943
4,57.20035252643948
5,83.09744560075686
6,59.09645301804605
7,61.598887515451175
8,64.94395078605605
9,71.8140625
10,64.47001394700139
11,61.82948157401624
12,60.010493827160495
13,63.16338582677165
14,62.45929148539466
15,64.83397435897436
16,67.72947510094212
17,72.15565679574792
18,62.491260923845196
19,66.69350473612991
20,87.66943674976916
21,62.845454545454544
22,111.03994490358127
23,106.81373690337603
24,83.7467134092901
25,121.40796019900498
26,98.633
27,75.35323801513877
28,78.88870431893687
29,59.47970173985087
30,75.08502024291498
31,68.78140885984023
32,73.12225405921681
33,54.942279942279946
34,57.149566473988436
35,87.784
36,96.37973387922212
37,95.86386898669396
38,106.96004566210046
39,100.02380952380952
40,115.61323155216284
41,66.024567788899
42,121.56527590847914
43,107.0
44,94.85005393743258
45,84.30475302889096
46,55.487272727272725
47,62.220238095238095
48,66.46018376722817
49,80.22300263388938
50,54.55988455988456
51,60.93586005830904
52,90.15032679738562
53,86.84828862164662
54,72.13809523809523
55,94.3673057517659
56,87.77966101694915
57,123.83333333333333
58,138.43074581430747
59,134.18835616438355
60,103.13714285714286
61,76.80091324200913
62,52.52507163323782
63,62.78703703703704
64,95.86620530565168
65,95.86642599277978
66,66.7945091514143
67,175.1136890951276
68,91.79507278835386
69,71.92979297929793
70,63.61143330571665
71,56.345
72,56.98532648569332
73,58.06340718105424
74,55.37599421547361
75,59.72686567164179
76,133.69281045751634
77,95.31627906976745
78,103.12258064516129
79,60.28328173374613
80,46.07301066447908
81,3.9973002159827216
82,3.161498708010336
83,31.491701244813278
84,49.14448398576513
85,60.212653778558874
86,58.01190476190476
87,51.13755795981453
88,56.26647564469914
89,55.795307443365694
90,53.265973254086184
91,50.030021443888494
92,45.52220630372493
