,0
0,9.833333333333334
1,9.666666666666666
2,9.5
3,9.666666666666666
4,10.5
5,10.666666666666666
6,10.666666666666666
7,11.0
8,11.166666666666666
9,10.666666666666666
10,10.833333333333334
11,11.166666666666666
12,11.166666666666666
13,11.333333333333334
14,11.5
15,11.666666666666666
16,12.0
17,12.666666666666666
18,11.333333333333334
19,12.166666666666666
20,13.833333333333334
21,12.833333333333334
22,15.5
23,14.666666666666666
24,14.166666666666666
25,15.5
26,15.166666666666666
27,14.166666666666666
28,13.666666666666666
29,11.166666666666666
30,12.333333333333334
31,13.166666666666666
32,13.666666666666666
33,9.833333333333334
34,9.5
35,12.0
36,14.0
37,14.666666666666666
38,14.833333333333334
39,14.5
40,14.666666666666666
41,11.0
42,14.333333333333334
43,14.333333333333334
44,14.333333333333334
45,13.666666666666666
46,11.666666666666666
47,11.5
48,12.166666666666666
49,12.833333333333334
50,11.0
51,11.666666666666666
52,11.666666666666666
53,13.5
54,13.166666666666666
55,14.5
56,14.0
57,14.666666666666666
58,15.166666666666666
59,14.5
60,14.666666666666666
61,12.166666666666666
62,10.666666666666666
63,10.833333333333334
64,13.0
65,13.5
66,11.833333333333334
67,14.0
68,13.666666666666666
69,13.333333333333334
70,10.833333333333334
71,10.5
72,9.5
73,10.0
74,9.333333333333334
75,10.333333333333334
76,14.0
77,14.0
78,13.833333333333334
79,11.166666666666666
80,8.0
81,0.3333333333333333
82,0.16666666666666666
83,5.666666666666667
84,8.0
85,9.5
86,8.666666666666666
87,8.333333333333334
88,8.666666666666666
89,9.0
90,9.333333333333334
91,8.5
92,7.5
