,0
124,2.0
125,0.16666666666666666
126,2.1666666666666665
127,2.0
128,1.1666666666666667
129,1.0
130,1.1666666666666667
131,1.6666666666666667
132,1.8333333333333333
133,1.1666666666666667
134,1.3333333333333333
135,2.0
136,1.1666666666666667
137,2.1666666666666665
138,1.1666666666666667
139,2.1666666666666665
140,2.1666666666666665
141,0.5
142,2.1666666666666665
143,2.1666666666666665
144,2.1666666666666665
145,2.0
146,2.0
147,1.1666666666666667
148,1.8333333333333333
149,2.1666666666666665
150,1.5
151,2.0
152,1.1666666666666667
153,1.1666666666666667
154,1.1666666666666667
155,1.0
156,2.0
157,1.8333333333333333
158,0.8333333333333334
159,3.1666666666666665
160,2.1666666666666665
161,0.8333333333333334
162,0.3333333333333333
163,1.0
164,2.1666666666666665
165,2.0
166,1.1666666666666667
167,2.1666666666666665
168,2.0
169,2.1666666666666665
170,1.8333333333333333
171,2.1666666666666665
172,1.1666666666666667
173,2.1666666666666665
174,4.0
175,0.3333333333333333
176,2.1666666666666665
177,2.0
178,2.1666666666666665
179,1.1666666666666667
180,1.5
181,2.0
182,2.0
183,1.0
184,0.5
185,5.0
186,5.166666666666667
187,2.1666666666666665
188,2.0
189,4.0
190,7.5
191,6.166666666666667
192,5.0
193,7.5
194,3.0
195,7.0
196,5.833333333333333
197,3.5
198,6.666666666666667
199,6.0
200,4.666666666666667
201,5.5
202,5.333333333333333
203,1.0
204,1.8333333333333333
205,1.0
206,1.0
207,0.16666666666666666
208,6.833333333333333
209,7.666666666666667
210,5.833333333333333
211,1.1666666666666667
212,4.5
213,5.333333333333333
214,4.666666666666667
215,0.8333333333333334
216,3.5
217,0.16666666666666666
218,1.8333333333333333
219,3.8333333333333335
220,1.1666666666666667
221,2.0
222,1.8333333333333333
223,4.5
224,5.833333333333333
225,7.833333333333333
226,8.5
227,8.0
228,6.833333333333333
229,6.833333333333333
230,7.166666666666667
231,6.166666666666667
232,6.666666666666667
233,5.166666666666667
234,4.5
235,5.0
236,3.3333333333333335
237,6.666666666666667
238,5.166666666666667
239,0.8333333333333334
240,2.5
241,0.8333333333333334
242,3.5
243,4.0
244,1.1666666666666667
245,5.333333333333333
246,7.166666666666667
247,6.833333333333333
248,6.0
249,5.333333333333333
250,0.5
251,1.8333333333333333
252,2.1666666666666665
253,2.1666666666666665
254,2.1666666666666665
255,2.0
256,1.1666666666666667
257,1.5
258,2.1666666666666665
259,2.1666666666666665
260,2.0
261,1.1666666666666667
262,1.8333333333333333
263,1.0
264,1.1666666666666667
265,2.1666666666666665
266,1.1666666666666667
267,1.1666666666666667
268,1.1666666666666667
269,1.6666666666666667
270,1.5
271,2.0
272,2.0
273,1.6666666666666667
274,2.1666666666666665
275,1.8333333333333333
276,2.0
277,2.0
278,2.1666666666666665
279,1.1666666666666667
280,2.1666666666666665
281,1.1666666666666667
282,1.1666666666666667
283,2.1666666666666665
284,2.1666666666666665
285,2.0
286,2.0
287,2.1666666666666665
288,2.1666666666666665
289,1.1666666666666667
290,2.0
291,1.8333333333333333
292,2.1666666666666665
293,2.1666666666666665
294,2.1666666666666665
295,2.0
296,1.3333333333333333
297,2.1666666666666665
298,2.0
299,2.1666666666666665
300,3.0
301,2.1666666666666665
302,2.1666666666666665
303,2.1666666666666665
304,2.1666666666666665
305,1.1666666666666667
306,0.8333333333333334
307,2.0
308,2.1666666666666665
309,1.1666666666666667
310,0.16666666666666666
311,1.1666666666666667
312,2.1666666666666665
313,2.1666666666666665
314,2.0
315,2.1666666666666665
316,2.1666666666666665
317,1.1666666666666667
318,2.0
319,2.0
320,2.1666666666666665
321,2.1666666666666665
322,2.1666666666666665
323,1.1666666666666667
324,1.1666666666666667
325,2.1666666666666665
326,1.5
327,2.1666666666666665
328,1.1666666666666667
329,1.8333333333333333
330,2.1666666666666665
331,2.0
332,1.1666666666666667
333,2.1666666666666665
334,1.3333333333333333
335,1.6666666666666667
336,2.1666666666666665
337,2.1666666666666665
338,2.0
339,2.1666666666666665
340,2.1666666666666665
341,2.1666666666666665
342,2.0
343,3.1666666666666665
344,1.1666666666666667
345,1.6666666666666667
346,2.1666666666666665
347,1.1666666666666667
348,1.1666666666666667
349,1.1666666666666667
350,1.1666666666666667
351,1.1666666666666667
352,1.1666666666666667
353,1.6666666666666667
354,1.5
355,1.1666666666666667
356,0.6666666666666666
357,0.3333333333333333
358,2.1666666666666665
359,1.0
360,1.1666666666666667
361,0.6666666666666666
362,2.1666666666666665
363,2.0
